file,sha256,approved,reviewed_by,reviewed_date,review_note
stg_seeding_pretreatment.csv,99C2569C51D743F7FCB1A8E5D52A6B6290053B45B2CB445802BEA1A53EA32D12,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_site.csv,74703B7C7553AE1F46188BB8E87B0758F4F78A3B62E0D035358D5324BA1A47D1,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_site_classification.csv,71D0CFACAF616B96DA90769CAF35CAFD8CD67C6AEE8D04406F14428E800717CF,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_site_disturbance.csv,9D8527FA813FE1260CD65D403E1AA32000A038B5B127840154DEE1A07FAA87E3,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_site_invasive.csv,F5E7EF00BFACA74664F5DA775F84072E847EC7AB297A16BC77570E392278CD0F,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_site_ref_ecosystem.csv,58AC6B7AD2BF394884C154819127C5D2109AB0BAAD8B4967D7FB41B18A7A2D20,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_site_soil.csv,844DACCCB2C28EA34676CC0549A083FE2E68342481AACA0ED8370CAFA858DC21,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment.csv,13C33E796AD0900611A092F84751E3FB5A5BE2E368CFF45BA47C45B6FC99D708,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_application.csv,1A6AA02D3BD65BCE618B6370CDAF835F9968DD181137E6801DA8B30BE76A66E1,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_cover_crop.csv,ED0429F6E6A5E54A31B67E2BB16B141A04741C2F5C61954B887D1165E0801555,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_erosion.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_fertilization.csv,F5AFC08750772358D6F802BA2AD4A6C52653281874F5CE5EF8F0A66214F00C4E,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_grazer.csv,C78B3A91121676E90DA009BBAF28A456AAB9A7F16B206AFC8C54E4F971124A1B,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_herbicide.csv,EA22E84BFA5D288263AF65FD678CEB09ABAD4C500EF910B82E4239276AF38665,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_invasion.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_irrigation.csv,F5AFC08750772358D6F802BA2AD4A6C52653281874F5CE5EF8F0A66214F00C4E,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_material.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_medium.csv,43EF56E2A7846D840F4506CD6D3AF50106350D684BF9D158C1C9F161F26659A6,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_mowing.csv,922C90CCDBECE1FCCC4C9B9F915B6A5E9663EC6FE16A2D0CB6B934B5B39B460C,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_treatment_prep.csv,E24EE5F6F9EBE6183B2923181EAB5765EACED6C21B884AF12983A6E92E6BA9AD,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
stg_veg_result.csv,16CC34B0C67AAB0A4B9837C975240C87DCCBF96D4B83F30E53DA4A5DF2BA2128,TRUE,user,2026-09-21,User approved the revised GAZP11 build package in the Codex conversation.
