id,DB,treatmentid,year,tsr,block,replicate,speciesid,speciesorigin,response,responselevel,responsemetric,measurementscale,measurementmetric,exclusion_reason
GAZP_8,GAZP,8_1,2012,18,3,125,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,3,125,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,3,126,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,3,126,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,3,127,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,3,127,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,3,128,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,3,128,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,13,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,13,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,13,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,14,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,14,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,14,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,15,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,15,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,15,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,16,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,16,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,16,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,17,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,17,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,17,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,18,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,18,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,18,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,19,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,19,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,19,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,2,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,2,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,2,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,20,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,20,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,20,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,21,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,21,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,21,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,22,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,22,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,22,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,23,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,23,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,23,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,24,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,24,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,24,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,25,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,25,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,25,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,26,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,26,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,26,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,27,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,27,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,27,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,28,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,28,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,28,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,29,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,29,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,29,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,3,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,3,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,3,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,30,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,30,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,30,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,31,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,31,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,31,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,32,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,32,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,32,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,33,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,33,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,33,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,34,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,34,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,34,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,35,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,35,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,35,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,36,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,36,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,36,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,37,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,37,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,37,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,38,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,38,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,38,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,39,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,39,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,39,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,4,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,4,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,1,4,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,40,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2012,18,2,40,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
