database,projectid,project_code,crosswalk_row_type,rule_source_table,source_table,source_column,source_value_type,source_value,source_occurrences,speciesid,accepted_species_code,accepted_species_name,mapping_status,reverse_mapping_rule,match_rate,match_unit,contextual_rule_validated,global_source_code_count,global_source_codes,review_required,reviewed,decision_note
GAZP,8,GAZP8,default,all_relevant_tables,trtrates,speciesid,species_code,Spo_cry,5,5938,Spo_cry,Sporobolus cryptandrus,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Ach_mil1,50,386,Ach_mil__var_occ,Achillea millefolium var. occidentalis,human_reviewed_infraspecific_taxon,speciesid,,,TRUE,2,Ach_mil_3;Ach_mil1,FALSE,TRUE,Reviewed for GAZP8; all Ach_mil1 records represent Achillea millefolium var. occidentalis.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Agr_cri,106,5316,Agr_cri,Agropyron cristatum,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Bro_tec,800,5472,Bro_tec,Bromus tectorum,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Cer_tes,16,6117,Cer_tes,Ceratocephala testiculata,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Che_alb,2,1710,Che_alb,Chenopodium album,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Cle_lut,3,1623,Cle_lut,Cleome lutea,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Des_pin,151,1522,Des_pin,Descurainia pinnata,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Ely_ely,2,5572,Ely_ely__sub_ely,Elymus elymoides subsp. elymoides,human_reviewed_infraspecific_taxon,speciesid,,,TRUE,3,Ely_ely;Ely_ely1;Ely_ely2,FALSE,TRUE,Reviewed against the source PDF for GAZP8; Ely_ely represents Elymus elymoides subsp. elymoides.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Eri_spe,2,737,Eri_spe,Erigeron speciosus,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Ero_cic,547,3447,Ero_cic,Erodium cicutarium,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,F_Poac_spp,89,5994,F_Poac_spp,Unknown F_Poac_spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_All_spp,32,224,G_All_spp,Allium spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_Astr_spp,1,2556,G_Astr_spp,Astragalus spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_Bor_spp,82,1378,G_Bor_spp,Borago spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_Calo_spp,49,3985,G_Calo_spp,Calochortus spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_Cast_spp,1,6209,G_Cast_spp,Castilla spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_Dra_spp,66,1535,G_Dra_spp,Draba spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_Gil_spp,84,2281,G_Gil_spp,Gilia spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_Lin_spp,139,4280,G_Lin_spp,Linum spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_Lom_spp,19,110,G_Lom_spp,Lomatium spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_Pen_spp,1,3811,G_Pen_spp,Penstemon spp,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,G_Vul_spp,10,5651,G_Festuc_spp,Festuca spp,human_reviewed_taxonomic_update,speciesid,,,TRUE,2,G_Festuc_spp;G_Vul_spp,FALSE,TRUE,Reviewed for GAZP8; unresolved raw VULPI observations are retained at genus level under the accepted Festuca genus.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Gut_sar,16,806,Gut_sar,Gutierrezia sarothrae,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Hel_ann,10,817,Hel_ann,Helianthus annuus,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Lac_ser,1,926,Lac_ser,Lactuca serriola,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Lep_mon,59,1562,Lep_mon,Lepidium montanum,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Mac_can,8,976,Mac_can,Machaeranthera canescens,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Men_asp,3,2111,Men_asp,Mentzelia aspera,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Oen_pal,141,4937,Oen_pal,Oenothera pallida,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Ory_hym,27,5765,Ory_hym,Oryzopsis hymenoides,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Pla_pat,111,3833,Pla_pat,Plantago patagonica,human_reviewed_same_taxon,speciesid,,,TRUE,3,Pla_pat;Pla_pat1;Pla_pat2,FALSE,TRUE,Reviewed for GAZP8; the raw data identify Plantago patagonica without an infraspecific taxon.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Pse_rup,7,5808,Pas_smi,Pascopyrum smithii,human_reviewed_source_correction,speciesid,,,TRUE,2,Pse_rup;Pse_rup1,FALSE,TRUE,"Corrected for GAZP8; Pse_rup was derived incorrectly from raw code PASM, which the source workbook and PDF identify as Pascopyrum smithii."
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Sal_kal1,23,7174,Sal_tra,Salsola tragus,human_reviewed_source_correction,speciesid,,,TRUE,,,FALSE,TRUE,Corrected for GAZP8; raw code SATR represents Salsola tragus. A one-record note equating SATR with SAKA was not generalized.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Sis_alt,81,1593,Sis_alt,Sisymbrium altissimum,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Sph_coc,48,4575,Sph_coc,Sphaeralcea coccinea,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Spo_cry,59,5938,Spo_cry,Sporobolus cryptandrus,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Tri_dub,5,3025,Tri_dub,Trifolium dubium,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,UN_ID_ARTR,1,484,Art_tri,Artemisia tridentata,human_reviewed_same_taxon,speciesid,,,TRUE,,,FALSE,TRUE,Reviewed for GAZP8; source code ARTR represents Artemisia tridentata.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,UN_ID_ERSI,35,7172,Eri_gra,Erigeron grandiflorus,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,UN_ID_PAMU,3,7173,Pac_mul,Packera multilobata,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
GAZP,8,GAZP8,default,vegresults,vegresults,speciesid,species_code,UN_ID_SAVE,12,1,Unknown,Unknown Unknown,human_reviewed_unknown,source_value_preserved_in_notes,,,TRUE,,,FALSE,TRUE,Reviewed for GAZP8; source code UN_ID_SAVE is retained separately and mapped to unknown species.
GAZP,8,GAZP8,default,vegresults,vegresults,speciesid,species_code,UN_ID_SETE,33,1,Unknown,Unknown Unknown,human_reviewed_unknown,source_value_preserved_in_notes,,,TRUE,,,FALSE,TRUE,Reviewed for GAZP8; source code UN_ID_SETE is retained separately and mapped to unknown species.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,UN_ID_UNKFORB,274,7154,L_Forb,Unknown Forb,human_reviewed_lifeform,speciesid,,,TRUE,,,FALSE,TRUE,Reviewed for GAZP8; source observation identifies an unknown forb.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,UN_ID_UNKMOSS,1,7165,L_moss,Unknown moss,human_reviewed_lifeform,speciesid,,,TRUE,,,FALSE,TRUE,Reviewed for GAZP8; source observation identifies an unknown moss.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,UN_ID_UNKSHRUB,3,7157,L_Shrub,Unknown Shrub,human_reviewed_lifeform,speciesid,,,TRUE,,,FALSE,TRUE,Reviewed for GAZP8; source observation identifies an unknown shrub.
GAZP,8,GAZP8,default,all_relevant_tables,vegresults,speciesid,species_code,Vul_oct,164,6003,Vul_oct,Vulpia octoflora,accepted_code_mapping,speciesid,,,TRUE,,,FALSE,FALSE,Resolved through the global species-code crosswalk.
