areaid,time_since_restoration,year,month,day,speciesid,cultivarid,individualid,origin,level,response,metric,notes
3075,16,2008,,,5584,,,native,species,0.625,cover,
3075,16,2008,,,803,,,native,species,10,cover,
3075,16,2008,,,5721,,,native,species,0.25,cover,
3075,16,2008,,,5758,,,native,species,5.625,cover,
3075,16,2008,,,3019,,,native,species,1.875,cover,
3075,16,2008,,,3061,,,native,species,1.25,cover,
3045,16,2008,,,1895,,,native,species,1.25,cover,
3045,16,2008,,,5584,,,native,species,3.25,cover,
3045,16,2008,,,803,,,native,species,12.5,cover,
3045,16,2008,,,5721,,,native,species,0.375,cover,
3045,16,2008,,,5758,,,native,species,6.375,cover,
3045,16,2008,,,3019,,,native,species,1.875,cover,
3045,16,2008,,,3061,,,native,species,1.875,cover,
3078,16,2008,,,1895,,,native,species,5,cover,
3078,16,2008,,,5584,,,native,species,3,cover,
3078,16,2008,,,803,,,native,species,40,cover,
3078,16,2008,,,5721,,,native,species,2,cover,
3078,16,2008,,,5758,,,native,species,10,cover,
3078,16,2008,,,3019,,,native,species,8,cover,
3078,16,2008,,,3061,,,native,species,8,cover,
3079,16,2008,,,1895,,,native,species,4.375,cover,
3079,16,2008,,,5584,,,native,species,8.125,cover,
3079,16,2008,,,803,,,native,species,10.625,cover,
3079,16,2008,,,5721,,,native,species,0.625,cover,
3079,16,2008,,,5758,,,native,species,10,cover,
3079,16,2008,,,3019,,,native,species,2.5,cover,
3079,16,2008,,,3061,,,native,species,8.75,cover,
3047,16,2008,,,1895,,,native,species,3.75,cover,
3047,16,2008,,,5584,,,native,species,7.875,cover,
3047,16,2008,,,803,,,native,species,13.25,cover,
3047,16,2008,,,5721,,,native,species,0.625,cover,
3047,16,2008,,,5758,,,native,species,10.75,cover,
3047,16,2008,,,3019,,,native,species,2.5,cover,
3047,16,2008,,,3061,,,native,species,8.125,cover,
3084,16,2008,,,1895,,,native,species,0,cover,
3084,16,2008,,,5584,,,native,species,3,cover,
3084,16,2008,,,803,,,native,species,20,cover,
3084,16,2008,,,5721,,,native,species,1,cover,
3084,16,2008,,,5758,,,native,species,5,cover,
3084,16,2008,,,3019,,,native,species,2,cover,
3084,16,2008,,,3061,,,native,species,5,cover,
3085,16,2008,,,1895,,,native,species,0,cover,
3085,16,2008,,,5584,,,native,species,4.625,cover,
3085,16,2008,,,803,,,native,species,10.625,cover,
3085,16,2008,,,5721,,,native,species,0.375,cover,
3085,16,2008,,,5758,,,native,species,10,cover,
3085,16,2008,,,3019,,,native,species,3.75,cover,
3085,16,2008,,,3061,,,native,species,2.5,cover,
3050,16,2008,,,1895,,,native,species,0.625,cover,
3050,16,2008,,,5584,,,native,species,7,cover,
3050,16,2008,,,803,,,native,species,11.75,cover,
3050,16,2008,,,5721,,,native,species,0.625,cover,
3050,16,2008,,,5758,,,native,species,10.125,cover,
3050,16,2008,,,3019,,,native,species,2.5,cover,
3050,16,2008,,,3061,,,native,species,5,cover,
3088,16,2008,,,1895,,,native,species,0,cover,
3088,16,2008,,,5584,,,native,species,1,cover,
3088,16,2008,,,803,,,native,species,8,cover,
3088,16,2008,,,5721,,,native,species,0,cover,
3088,16,2008,,,5758,,,native,species,5,cover,
3088,16,2008,,,3019,,,native,species,2,cover,
3088,16,2008,,,3061,,,native,species,1,cover,
3089,16,2008,,,1895,,,native,species,0.625,cover,
3089,16,2008,,,5584,,,native,species,1,cover,
3089,16,2008,,,803,,,native,species,5,cover,
3089,16,2008,,,5721,,,native,species,0.25,cover,
3089,16,2008,,,5758,,,native,species,6.25,cover,
3089,16,2008,,,3019,,,native,species,0.625,cover,
3089,16,2008,,,3061,,,native,species,0.625,cover,
3052,16,2008,,,1895,,,native,species,0.25,cover,
3052,16,2008,,,5584,,,native,species,0.875,cover,
3052,16,2008,,,803,,,native,species,6.5,cover,
3052,16,2008,,,5721,,,native,species,0.5,cover,
3052,16,2008,,,5758,,,native,species,8.875,cover,
3052,16,2008,,,3019,,,native,species,1.25,cover,
3052,16,2008,,,3061,,,native,species,2.5,cover,
3090,16,2008,,,1895,,,native,species,0,cover,
3090,16,2008,,,5584,,,native,species,0,cover,
3090,16,2008,,,803,,,native,species,5,cover,
3090,16,2008,,,5721,,,native,species,1,cover,
3090,16,2008,,,5758,,,native,species,3,cover,
3090,16,2008,,,3019,,,native,species,1,cover,
3090,16,2008,,,3061,,,native,species,3,cover,
3091,16,2008,,,1895,,,native,species,0.25,cover,
3091,16,2008,,,5584,,,native,species,1,cover,
3091,16,2008,,,803,,,native,species,9.375,cover,
3091,16,2008,,,5721,,,native,species,0.625,cover,
3091,16,2008,,,5758,,,native,species,10,cover,
3091,16,2008,,,3019,,,native,species,0.625,cover,
3091,16,2008,,,3061,,,native,species,0.5,cover,
3053,16,2008,,,1895,,,native,species,0.375,cover,
3053,16,2008,,,5584,,,native,species,2.625,cover,
3053,16,2008,,,803,,,native,species,11.375,cover,
3053,16,2008,,,5721,,,native,species,0.625,cover,
3053,16,2008,,,5758,,,native,species,8.875,cover,
3053,16,2008,,,3019,,,native,species,1,cover,
3053,16,2008,,,3061,,,native,species,1.875,cover,
3092,16,2008,,,1895,,,native,species,0,cover,
3092,16,2008,,,5584,,,native,species,2,cover,
3092,16,2008,,,803,,,native,species,25,cover,
3092,16,2008,,,5721,,,native,species,0,cover,
3092,16,2008,,,5758,,,native,species,3,cover,
3092,16,2008,,,3019,,,native,species,1,cover,
3092,16,2008,,,3061,,,native,species,2,cover,
3093,16,2008,,,1895,,,native,species,0.125,cover,
3093,16,2008,,,5584,,,native,species,3.25,cover,
3093,16,2008,,,803,,,native,species,11.875,cover,
3093,16,2008,,,5721,,,native,species,0.125,cover,
3093,16,2008,,,5758,,,native,species,11.25,cover,
3093,16,2008,,,3019,,,native,species,1,cover,
3093,16,2008,,,3061,,,native,species,3.75,cover,
3054,16,2008,,,1895,,,native,species,1.25,cover,
3054,16,2008,,,5584,,,native,species,6.875,cover,
3054,16,2008,,,803,,,native,species,12.625,cover,
3054,16,2008,,,5721,,,native,species,0.375,cover,
3054,16,2008,,,5758,,,native,species,10,cover,
3054,16,2008,,,3019,,,native,species,1.25,cover,
3054,16,2008,,,3061,,,native,species,3.125,cover,
3094,16,2008,,,1895,,,native,species,1,cover,
3094,16,2008,,,5584,,,native,species,4,cover,
3094,16,2008,,,803,,,native,species,25,cover,
3094,16,2008,,,5721,,,native,species,3,cover,
3094,16,2008,,,5758,,,native,species,5,cover,
3094,16,2008,,,3019,,,native,species,2,cover,
3094,16,2008,,,3061,,,native,species,2,cover,
3095,16,2008,,,1895,,,native,species,1.25,cover,
3095,16,2008,,,5584,,,native,species,2.5,cover,
3095,16,2008,,,803,,,native,species,11.875,cover,
3095,16,2008,,,5721,,,native,species,0.5,cover,
3095,16,2008,,,5758,,,native,species,10,cover,
3095,16,2008,,,3019,,,native,species,1.25,cover,
3095,16,2008,,,3061,,,native,species,3.125,cover,
3055,16,2008,,,1895,,,native,species,1.875,cover,
3055,16,2008,,,5584,,,native,species,4,cover,
3055,16,2008,,,803,,,native,species,11.25,cover,
3055,16,2008,,,5721,,,native,species,0.25,cover,
3055,16,2008,,,5758,,,native,species,10,cover,
3055,16,2008,,,3019,,,native,species,1.25,cover,
3055,16,2008,,,3061,,,native,species,6.25,cover,
3098,16,2008,,,1895,,,native,species,0,cover,
3098,16,2008,,,5584,,,native,species,0,cover,
3098,16,2008,,,803,,,native,species,5,cover,
3098,16,2008,,,5721,,,native,species,1,cover,
3098,16,2008,,,5758,,,native,species,5,cover,
3098,16,2008,,,3019,,,native,species,0,cover,
3098,16,2008,,,3061,,,native,species,3,cover,
3099,16,2008,,,1895,,,native,species,1.875,cover,
3099,16,2008,,,5584,,,native,species,1.375,cover,
3099,16,2008,,,803,,,native,species,8.75,cover,
3099,16,2008,,,5721,,,native,species,0.375,cover,
3099,16,2008,,,5758,,,native,species,9.375,cover,
3099,16,2008,,,3019,,,native,species,1.875,cover,
3099,16,2008,,,3061,,,native,species,2.5,cover,
3057,16,2008,,,1895,,,native,species,1.875,cover,
3057,16,2008,,,5584,,,native,species,3.375,cover,
3057,16,2008,,,803,,,native,species,6.5,cover,
3057,16,2008,,,5721,,,native,species,0.375,cover,
3057,16,2008,,,5758,,,native,species,8.875,cover,
3057,16,2008,,,3019,,,native,species,1.875,cover,
3057,16,2008,,,3061,,,native,species,2.5,cover,
3106,16,2008,,,1895,,,native,species,15,cover,
3106,16,2008,,,5584,,,native,species,3,cover,
3106,16,2008,,,803,,,native,species,10,cover,
3106,16,2008,,,5721,,,native,species,3,cover,
3106,16,2008,,,5758,,,native,species,15,cover,
3106,16,2008,,,3019,,,native,species,10,cover,
3106,16,2008,,,3061,,,native,species,0,cover,
3107,16,2008,,,1895,,,native,species,5,cover,
3107,16,2008,,,5584,,,native,species,10.125,cover,
3107,16,2008,,,803,,,native,species,6.25,cover,
3107,16,2008,,,5721,,,native,species,0.25,cover,
3107,16,2008,,,5758,,,native,species,6.25,cover,
3107,16,2008,,,3019,,,native,species,1.875,cover,
3107,16,2008,,,3061,,,native,species,3.125,cover,
3061,16,2008,,,1895,,,native,species,6.25,cover,
3061,16,2008,,,5584,,,native,species,9.5,cover,
3061,16,2008,,,803,,,native,species,5.625,cover,
3061,16,2008,,,5721,,,native,species,1,cover,
3061,16,2008,,,5758,,,native,species,8.625,cover,
3061,16,2008,,,3019,,,native,species,6.375,cover,
3061,16,2008,,,3061,,,native,species,0.625,cover,
3112,16,2008,,,1895,,,native,species,1,cover,
3112,16,2008,,,5584,,,native,species,3,cover,
3112,16,2008,,,803,,,native,species,5,cover,
3112,16,2008,,,5721,,,native,species,1,cover,
3112,16,2008,,,5758,,,native,species,5,cover,
3112,16,2008,,,3019,,,native,species,3,cover,
3112,16,2008,,,3061,,,native,species,0,cover,
3113,16,2008,,,1895,,,native,species,1,cover,
3113,16,2008,,,5584,,,native,species,1,cover,
3113,16,2008,,,803,,,native,species,7.5,cover,
3113,16,2008,,,5721,,,native,species,0.125,cover,
3113,16,2008,,,5758,,,native,species,10,cover,
3113,16,2008,,,3019,,,native,species,1,cover,
3113,16,2008,,,3061,,,native,species,0.625,cover,
3064,16,2008,,,1895,,,native,species,5,cover,
3064,16,2008,,,5584,,,native,species,3.25,cover,
3064,16,2008,,,803,,,native,species,9.375,cover,
3064,16,2008,,,5721,,,native,species,0.25,cover,
3064,16,2008,,,5758,,,native,species,10.25,cover,
3064,16,2008,,,3019,,,native,species,1.875,cover,
3064,16,2008,,,3061,,,native,species,2.5,cover,
3070,16,2008,,,1895,,,native,species,10,cover,
3070,16,2008,,,5584,,,native,species,10,cover,
3070,16,2008,,,803,,,native,species,5,cover,
3070,16,2008,,,5721,,,native,species,1,cover,
3070,16,2008,,,5758,,,native,species,10,cover,
3070,16,2008,,,3019,,,native,species,10,cover,
3070,16,2008,,,3061,,,native,species,15,cover,
3071,16,2008,,,1895,,,native,species,3.375,cover,
3071,16,2008,,,5584,,,native,species,6.875,cover,
3071,16,2008,,,803,,,native,species,39.375,cover,
3071,16,2008,,,5721,,,native,species,0.5,cover,
3071,16,2008,,,5758,,,native,species,13.125,cover,
3071,16,2008,,,3019,,,native,species,10.75,cover,
3071,16,2008,,,3061,,,native,species,5.125,cover,
3043,16,2008,,,1895,,,native,species,5,cover,
3043,16,2008,,,5584,,,native,species,7.375,cover,
3043,16,2008,,,803,,,native,species,38.125,cover,
3043,16,2008,,,5721,,,native,species,0.4,cover,
3043,16,2008,,,5758,,,native,species,10,cover,
3043,16,2008,,,3019,,,native,species,11.25,cover,
3043,16,2008,,,3061,,,native,species,7.625,cover,
3076,16,2008,,,1895,,,native,species,0,cover,
3076,16,2008,,,5584,,,native,species,5,cover,
3076,16,2008,,,803,,,native,species,70,cover,
3076,16,2008,,,5721,,,native,species,1,cover,
3076,16,2008,,,5758,,,native,species,50,cover,
3076,16,2008,,,3019,,,native,species,25,cover,
3076,16,2008,,,3061,,,native,species,20,cover,
3077,16,2008,,,1895,,,native,species,0,cover,
3077,16,2008,,,5584,,,native,species,3.75,cover,
3077,16,2008,,,803,,,native,species,31.875,cover,
3077,16,2008,,,5721,,,native,species,0.125,cover,
3077,16,2008,,,5758,,,native,species,15.625,cover,
3077,16,2008,,,3019,,,native,species,3.875,cover,
3077,16,2008,,,3061,,,native,species,6,cover,
3046,16,2008,,,1895,,,native,species,3.75,cover,
3046,16,2008,,,5584,,,native,species,4.125,cover,
3046,16,2008,,,803,,,native,species,32.5,cover,
3046,16,2008,,,5721,,,native,species,0.375,cover,
3046,16,2008,,,5758,,,native,species,18.125,cover,
3046,16,2008,,,3019,,,native,species,9.125,cover,
3046,16,2008,,,3061,,,native,species,8.125,cover,
3080,16,2008,,,1895,,,native,species,40,cover,
3080,16,2008,,,5584,,,native,species,2,cover,
3080,16,2008,,,803,,,native,species,20,cover,
3080,16,2008,,,5721,,,native,species,0,cover,
3080,16,2008,,,5758,,,native,species,15,cover,
3080,16,2008,,,3019,,,native,species,25,cover,
3080,16,2008,,,3061,,,native,species,25,cover,
3081,16,2008,,,1895,,,native,species,8.125,cover,
3081,16,2008,,,5584,,,native,species,7.125,cover,
3081,16,2008,,,803,,,native,species,15,cover,
3081,16,2008,,,5721,,,native,species,0,cover,
3081,16,2008,,,5758,,,native,species,8.25,cover,
3081,16,2008,,,3019,,,native,species,8.125,cover,
3081,16,2008,,,3061,,,native,species,7.875,cover,
3048,16,2008,,,1895,,,native,species,15,cover,
3048,16,2008,,,5584,,,native,species,5.875,cover,
3048,16,2008,,,803,,,native,species,28.125,cover,
3048,16,2008,,,5721,,,native,species,0.25,cover,
3048,16,2008,,,5758,,,native,species,7.625,cover,
3048,16,2008,,,3019,,,native,species,11.875,cover,
3048,16,2008,,,3061,,,native,species,9.375,cover,
3082,16,2008,,,1895,,,native,species,10,cover,
3082,16,2008,,,5584,,,native,species,10,cover,
3082,16,2008,,,803,,,native,species,15,cover,
3082,16,2008,,,5721,,,native,species,2,cover,
3082,16,2008,,,5758,,,native,species,10,cover,
3082,16,2008,,,3019,,,native,species,10,cover,
3082,16,2008,,,3061,,,native,species,10,cover,
3083,16,2008,,,1895,,,native,species,2.5,cover,
3083,16,2008,,,5584,,,native,species,3.375,cover,
3083,16,2008,,,803,,,native,species,19.75,cover,
3083,16,2008,,,5721,,,native,species,0.5,cover,
3083,16,2008,,,5758,,,native,species,13.125,cover,
3083,16,2008,,,3019,,,native,species,4.125,cover,
3083,16,2008,,,3061,,,native,species,2.5,cover,
3049,16,2008,,,1895,,,native,species,4.125,cover,
3049,16,2008,,,5584,,,native,species,4.375,cover,
3049,16,2008,,,803,,,native,species,17.5,cover,
3049,16,2008,,,5721,,,native,species,0.375,cover,
3049,16,2008,,,5758,,,native,species,14.375,cover,
3049,16,2008,,,3019,,,native,species,5.75,cover,
3049,16,2008,,,3061,,,native,species,4.25,cover,
3086,16,2008,,,1895,,,native,species,0,cover,
3086,16,2008,,,5584,,,native,species,5,cover,
3086,16,2008,,,803,,,native,species,65,cover,
3086,16,2008,,,5721,,,native,species,0,cover,
3086,16,2008,,,5758,,,native,species,10,cover,
3086,16,2008,,,3019,,,native,species,5,cover,
3086,16,2008,,,3061,,,native,species,5,cover,
3087,16,2008,,,1895,,,native,species,2.5,cover,
3087,16,2008,,,5584,,,native,species,2.75,cover,
3087,16,2008,,,803,,,native,species,21.625,cover,
3087,16,2008,,,5721,,,native,species,0,cover,
3087,16,2008,,,5758,,,native,species,21.875,cover,
3087,16,2008,,,3019,,,native,species,7.125,cover,
3087,16,2008,,,3061,,,native,species,4.75,cover,
3051,16,2008,,,1895,,,native,species,2.375,cover,
3051,16,2008,,,5584,,,native,species,4.875,cover,
3051,16,2008,,,803,,,native,species,35,cover,
3051,16,2008,,,5721,,,native,species,0.5,cover,
3051,16,2008,,,5758,,,native,species,26.25,cover,
3051,16,2008,,,3019,,,native,species,6.375,cover,
3051,16,2008,,,3061,,,native,species,8,cover,
3096,16,2008,,,1895,,,native,species,10,cover,
3096,16,2008,,,5584,,,native,species,2,cover,
3096,16,2008,,,803,,,native,species,25,cover,
3096,16,2008,,,5721,,,native,species,1,cover,
3096,16,2008,,,5758,,,native,species,3,cover,
3096,16,2008,,,3019,,,native,species,5,cover,
3096,16,2008,,,3061,,,native,species,5,cover,
3097,16,2008,,,1895,,,native,species,2.125,cover,
3097,16,2008,,,5584,,,native,species,4.125,cover,
3097,16,2008,,,803,,,native,species,10,cover,
3097,16,2008,,,5721,,,native,species,0.875,cover,
3097,16,2008,,,5758,,,native,species,7.875,cover,
3097,16,2008,,,3019,,,native,species,2.875,cover,
3097,16,2008,,,3061,,,native,species,2.25,cover,
3056,16,2008,,,1895,,,native,species,2.875,cover,
3056,16,2008,,,5584,,,native,species,3.5,cover,
3056,16,2008,,,803,,,native,species,9.125,cover,
3056,16,2008,,,5721,,,native,species,0.5,cover,
3056,16,2008,,,5758,,,native,species,7,cover,
3056,16,2008,,,3019,,,native,species,2.75,cover,
3056,16,2008,,,3061,,,native,species,3.125,cover,
3100,16,2008,,,1895,,,native,species,10,cover,
3100,16,2008,,,5584,,,native,species,3,cover,
3100,16,2008,,,803,,,native,species,30,cover,
3100,16,2008,,,5721,,,native,species,1,cover,
3100,16,2008,,,5758,,,native,species,3,cover,
3100,16,2008,,,3019,,,native,species,10,cover,
3100,16,2008,,,3061,,,native,species,10,cover,
3101,16,2008,,,1895,,,native,species,1.875,cover,
3101,16,2008,,,5584,,,native,species,2,cover,
3101,16,2008,,,803,,,native,species,11.25,cover,
3101,16,2008,,,5721,,,native,species,0.375,cover,
3101,16,2008,,,5758,,,native,species,14.75,cover,
3101,16,2008,,,3019,,,native,species,3,cover,
3101,16,2008,,,3061,,,native,species,1.375,cover,
3058,16,2008,,,1895,,,native,species,5.375,cover,
3058,16,2008,,,5584,,,native,species,3.75,cover,
3058,16,2008,,,803,,,native,species,16.25,cover,
3058,16,2008,,,5721,,,native,species,0.25,cover,
3058,16,2008,,,5758,,,native,species,12.25,cover,
3058,16,2008,,,3019,,,native,species,6.625,cover,
3058,16,2008,,,3061,,,native,species,3.625,cover,
3102,16,2008,,,1895,,,native,species,0,cover,
3102,16,2008,,,5584,,,native,species,1,cover,
3102,16,2008,,,803,,,native,species,40,cover,
3102,16,2008,,,5721,,,native,species,0,cover,
3102,16,2008,,,5758,,,native,species,15,cover,
3102,16,2008,,,3019,,,native,species,5,cover,
3102,16,2008,,,3061,,,native,species,3,cover,
3103,16,2008,,,1895,,,native,species,7.5,cover,
3103,16,2008,,,5584,,,native,species,1.875,cover,
3103,16,2008,,,803,,,native,species,18.25,cover,
3103,16,2008,,,5721,,,native,species,0,cover,
3103,16,2008,,,5758,,,native,species,11,cover,
3103,16,2008,,,3019,,,native,species,5,cover,
3103,16,2008,,,3061,,,native,species,2.375,cover,
3059,16,2008,,,1895,,,native,species,4.875,cover,
3059,16,2008,,,5584,,,native,species,2.875,cover,
3059,16,2008,,,803,,,native,species,33.75,cover,
3059,16,2008,,,5721,,,native,species,0,cover,
3059,16,2008,,,5758,,,native,species,10.625,cover,
3059,16,2008,,,3019,,,native,species,5.25,cover,
3059,16,2008,,,3061,,,native,species,2.125,cover,
3104,16,2008,,,1895,,,native,species,25,cover,
3104,16,2008,,,5584,,,native,species,3,cover,
3104,16,2008,,,803,,,native,species,40,cover,
3104,16,2008,,,5721,,,native,species,0,cover,
3104,16,2008,,,5758,,,native,species,8,cover,
3104,16,2008,,,3019,,,native,species,15,cover,
3104,16,2008,,,3061,,,native,species,10,cover,
3105,16,2008,,,1895,,,native,species,1.75,cover,
3105,16,2008,,,5584,,,native,species,9.125,cover,
3105,16,2008,,,803,,,native,species,21.875,cover,
3105,16,2008,,,5721,,,native,species,0.25,cover,
3105,16,2008,,,5758,,,native,species,16,cover,
3105,16,2008,,,3019,,,native,species,4.5,cover,
3105,16,2008,,,3061,,,native,species,4.5,cover,
3060,16,2008,,,1895,,,native,species,13,cover,
3060,16,2008,,,5584,,,native,species,6.75,cover,
3060,16,2008,,,803,,,native,species,22.5,cover,
3060,16,2008,,,5721,,,native,species,0.125,cover,
3060,16,2008,,,5758,,,native,species,15.625,cover,
3060,16,2008,,,3019,,,native,species,4,cover,
3060,16,2008,,,3061,,,native,species,4.75,cover,
3108,16,2008,,,1895,,,native,species,15,cover,
3108,16,2008,,,5584,,,native,species,8,cover,
3108,16,2008,,,803,,,native,species,15,cover,
3108,16,2008,,,5721,,,native,species,0,cover,
3108,16,2008,,,5758,,,native,species,5,cover,
3108,16,2008,,,3019,,,native,species,5,cover,
3108,16,2008,,,3061,,,native,species,3,cover,
3109,16,2008,,,1895,,,native,species,10.875,cover,
3109,16,2008,,,5584,,,native,species,4.625,cover,
3109,16,2008,,,803,,,native,species,7,cover,
3109,16,2008,,,5721,,,native,species,0,cover,
3109,16,2008,,,5758,,,native,species,7.125,cover,
3109,16,2008,,,3019,,,native,species,3.875,cover,
3109,16,2008,,,3061,,,native,species,3,cover,
3062,16,2008,,,1895,,,native,species,8.875,cover,
3062,16,2008,,,5584,,,native,species,5.625,cover,
3062,16,2008,,,803,,,native,species,9,cover,
3062,16,2008,,,5721,,,native,species,0.625,cover,
3062,16,2008,,,5758,,,native,species,7.5,cover,
3062,16,2008,,,3019,,,native,species,3.375,cover,
3062,16,2008,,,3061,,,native,species,3,cover,
3110,16,2008,,,1895,,,native,species,3,cover,
3110,16,2008,,,5584,,,native,species,2,cover,
3110,16,2008,,,803,,,native,species,5,cover,
3110,16,2008,,,5721,,,native,species,0,cover,
3110,16,2008,,,5758,,,native,species,10,cover,
3110,16,2008,,,3019,,,native,species,1,cover,
3110,16,2008,,,3061,,,native,species,4,cover,
3111,16,2008,,,1895,,,native,species,0,cover,
3111,16,2008,,,5584,,,native,species,3.375,cover,
3111,16,2008,,,803,,,native,species,12.5,cover,
3111,16,2008,,,5721,,,native,species,0.125,cover,
3111,16,2008,,,5758,,,native,species,15,cover,
3111,16,2008,,,3019,,,native,species,2.375,cover,
3111,16,2008,,,3061,,,native,species,2.5,cover,
3063,16,2008,,,1895,,,native,species,1,cover,
3063,16,2008,,,5584,,,native,species,2.875,cover,
3063,16,2008,,,803,,,native,species,7.5,cover,
3063,16,2008,,,5721,,,native,species,0.25,cover,
3063,16,2008,,,5758,,,native,species,8.5,cover,
3063,16,2008,,,3019,,,native,species,1.875,cover,
3063,16,2008,,,3061,,,native,species,1.625,cover,
3114,16,2008,,,1895,,,native,species,0,cover,
3114,16,2008,,,5584,,,native,species,5,cover,
3114,16,2008,,,803,,,native,species,10,cover,
3114,16,2008,,,5721,,,native,species,1,cover,
3114,16,2008,,,5758,,,native,species,20,cover,
3114,16,2008,,,3019,,,native,species,10,cover,
3114,16,2008,,,3061,,,native,species,10,cover,
3115,16,2008,,,1895,,,native,species,11.25,cover,
3115,16,2008,,,5584,,,native,species,8.25,cover,
3115,16,2008,,,803,,,native,species,7.125,cover,
3115,16,2008,,,5721,,,native,species,0.125,cover,
3115,16,2008,,,5758,,,native,species,12.25,cover,
3115,16,2008,,,3019,,,native,species,4.125,cover,
3115,16,2008,,,3061,,,native,species,2.125,cover,
3065,16,2008,,,1895,,,native,species,13.75,cover,
3065,16,2008,,,5584,,,native,species,9.375,cover,
3065,16,2008,,,803,,,native,species,9.75,cover,
3065,16,2008,,,5721,,,native,species,0.25,cover,
3065,16,2008,,,5758,,,native,species,9.75,cover,
3065,16,2008,,,3019,,,native,species,3,cover,
3065,16,2008,,,3061,,,native,species,3,cover,
3066,68,2009,,,1895,,,native,species,16.25,cover,
3066,68,2009,,,5574,,,native,species,3.375,cover,
3066,68,2009,,,803,,,native,species,40.625,cover,
3066,68,2009,,,5712,,,native,species,2.625,cover,
3066,68,2009,,,5721,,,native,species,0,cover,
3066,68,2009,,,5758,,,native,species,17.25,cover,
3066,68,2009,,,3019,,,native,species,24.625,cover,
3066,68,2009,,,3061,,,native,species,12.75,cover,
3067,68,2009,,,1895,,,native,species,12.125,cover,
3067,68,2009,,,5574,,,native,species,9.375,cover,
