source_row,source_observationid,database,source_treatmentid,source_year,time_since_restoration,block,replicate,source_species_code,origin,response,level,metric,siteid,area_key,month,day,year,area_found,timepoint_found,prepare_status
17,GAZP_11,GAZP,11_26,2015,26,309,21,L_Pgrass,native,7,species,abundance,166,plot:166:309:21,5,,2015,TRUE,TRUE,ready_for_build
18,GAZP_11,GAZP,11_26,2015,26,309,41,L_Pgrass,native,2,species,abundance,166,plot:166:309:41,5,,2015,TRUE,TRUE,ready_for_build
19,GAZP_11,GAZP,11_26,2015,26,401,123,L_Pgrass,native,1,species,abundance,166,plot:166:401:123,5,,2015,TRUE,TRUE,ready_for_build
20,GAZP_11,GAZP,11_26,2015,26,401,143,L_Pgrass,native,1,species,abundance,166,plot:166:401:143,5,,2015,TRUE,TRUE,ready_for_build
21,GAZP_11,GAZP,11_26,2015,26,402,22,L_Pgrass,native,9,species,abundance,166,plot:166:402:22,5,,2015,TRUE,TRUE,ready_for_build
22,GAZP_11,GAZP,11_26,2015,26,402,42,L_Pgrass,native,0,species,abundance,166,plot:166:402:42,5,,2015,TRUE,TRUE,ready_for_build
23,GAZP_11,GAZP,11_26,2015,26,403,122,L_Pgrass,native,3,species,abundance,166,plot:166:403:122,5,,2015,TRUE,TRUE,ready_for_build
24,GAZP_11,GAZP,11_26,2015,26,403,142,L_Pgrass,native,1,species,abundance,166,plot:166:403:142,5,,2015,TRUE,TRUE,ready_for_build
25,GAZP_11,GAZP,11_26,2015,26,404,23,L_Pgrass,native,0,species,abundance,166,plot:166:404:23,5,,2015,TRUE,TRUE,ready_for_build
26,GAZP_11,GAZP,11_26,2015,26,404,43,L_Pgrass,native,7,species,abundance,166,plot:166:404:43,5,,2015,TRUE,TRUE,ready_for_build
27,GAZP_11,GAZP,11_26,2015,26,405,21,L_Pgrass,native,3,species,abundance,166,plot:166:405:21,5,,2015,TRUE,TRUE,ready_for_build
28,GAZP_11,GAZP,11_26,2015,26,405,41,L_Pgrass,native,7,species,abundance,166,plot:166:405:41,5,,2015,TRUE,TRUE,ready_for_build
29,GAZP_11,GAZP,11_26,2015,26,406,123,L_Pgrass,native,6,species,abundance,166,plot:166:406:123,5,,2015,TRUE,TRUE,ready_for_build
30,GAZP_11,GAZP,11_26,2015,26,406,143,L_Pgrass,native,4,species,abundance,166,plot:166:406:143,5,,2015,TRUE,TRUE,ready_for_build
31,GAZP_11,GAZP,11_26,2015,26,407,22,L_Pgrass,native,11,species,abundance,166,plot:166:407:22,5,,2015,TRUE,TRUE,ready_for_build
32,GAZP_11,GAZP,11_26,2015,26,407,42,L_Pgrass,native,8,species,abundance,166,plot:166:407:42,5,,2015,TRUE,TRUE,ready_for_build
33,GAZP_11,GAZP,11_26,2015,26,408,21,L_Pgrass,native,0,species,abundance,166,plot:166:408:21,5,,2015,TRUE,TRUE,ready_for_build
34,GAZP_11,GAZP,11_26,2015,26,408,41,L_Pgrass,native,7,species,abundance,166,plot:166:408:41,5,,2015,TRUE,TRUE,ready_for_build
35,GAZP_11,GAZP,11_26,2015,26,409,21,L_Pgrass,native,5,species,abundance,166,plot:166:409:21,5,,2015,TRUE,TRUE,ready_for_build
36,GAZP_11,GAZP,11_26,2015,26,409,41,L_Pgrass,native,3,species,abundance,166,plot:166:409:41,5,,2015,TRUE,TRUE,ready_for_build
37,GAZP_11,GAZP,11_27,2015,26,701,123,L_Pgrass,native,3,species,abundance,166,plot:166:701:123,5,,2015,TRUE,TRUE,ready_for_build
38,GAZP_11,GAZP,11_27,2015,26,701,143,L_Pgrass,native,16,species,abundance,166,plot:166:701:143,5,,2015,TRUE,TRUE,ready_for_build
39,GAZP_11,GAZP,11_27,2015,26,702,22,L_Pgrass,native,8,species,abundance,166,plot:166:702:22,5,,2015,TRUE,TRUE,ready_for_build
40,GAZP_11,GAZP,11_27,2015,26,702,42,L_Pgrass,native,24,species,abundance,166,plot:166:702:42,5,,2015,TRUE,TRUE,ready_for_build
41,GAZP_11,GAZP,11_27,2015,26,703,22,L_Pgrass,native,5,species,abundance,166,plot:166:703:22,5,,2015,TRUE,TRUE,ready_for_build
42,GAZP_11,GAZP,11_27,2015,26,703,42,L_Pgrass,native,5,species,abundance,166,plot:166:703:42,5,,2015,TRUE,TRUE,ready_for_build
43,GAZP_11,GAZP,11_27,2015,26,704,123,L_Pgrass,native,13,species,abundance,166,plot:166:704:123,5,,2015,TRUE,TRUE,ready_for_build
44,GAZP_11,GAZP,11_27,2015,26,704,143,L_Pgrass,native,13,species,abundance,166,plot:166:704:143,5,,2015,TRUE,TRUE,ready_for_build
45,GAZP_11,GAZP,11_27,2015,26,705,21,L_Pgrass,native,8,species,abundance,166,plot:166:705:21,5,,2015,TRUE,TRUE,ready_for_build
46,GAZP_11,GAZP,11_27,2015,26,705,41,L_Pgrass,native,3,species,abundance,166,plot:166:705:41,5,,2015,TRUE,TRUE,ready_for_build
47,GAZP_11,GAZP,11_27,2015,26,706,123,L_Pgrass,native,0,species,abundance,166,plot:166:706:123,5,,2015,TRUE,TRUE,ready_for_build
48,GAZP_11,GAZP,11_27,2015,26,706,143,L_Pgrass,native,1,species,abundance,166,plot:166:706:143,5,,2015,TRUE,TRUE,ready_for_build
49,GAZP_11,GAZP,11_27,2015,26,707,122,L_Pgrass,native,9,species,abundance,166,plot:166:707:122,5,,2015,TRUE,TRUE,ready_for_build
50,GAZP_11,GAZP,11_27,2015,26,707,142,L_Pgrass,native,5,species,abundance,166,plot:166:707:142,5,,2015,TRUE,TRUE,ready_for_build
51,GAZP_11,GAZP,11_27,2015,26,708,21,L_Pgrass,native,12,species,abundance,166,plot:166:708:21,5,,2015,TRUE,TRUE,ready_for_build
52,GAZP_11,GAZP,11_27,2015,26,708,41,L_Pgrass,native,7,species,abundance,166,plot:166:708:41,5,,2015,TRUE,TRUE,ready_for_build
53,GAZP_11,GAZP,11_27,2015,26,709,121,L_Pgrass,native,9,species,abundance,166,plot:166:709:121,5,,2015,TRUE,TRUE,ready_for_build
54,GAZP_11,GAZP,11_27,2015,26,709,141,L_Pgrass,native,12,species,abundance,166,plot:166:709:141,5,,2015,TRUE,TRUE,ready_for_build
55,GAZP_11,GAZP,11_27,2015,26,801,23,L_Pgrass,native,0,species,abundance,166,plot:166:801:23,5,,2015,TRUE,TRUE,ready_for_build
56,GAZP_11,GAZP,11_27,2015,26,801,43,L_Pgrass,native,0,species,abundance,166,plot:166:801:43,5,,2015,TRUE,TRUE,ready_for_build
57,GAZP_11,GAZP,11_27,2015,26,802,122,L_Pgrass,native,6,species,abundance,166,plot:166:802:122,5,,2015,TRUE,TRUE,ready_for_build
58,GAZP_11,GAZP,11_27,2015,26,802,142,L_Pgrass,native,11,species,abundance,166,plot:166:802:142,5,,2015,TRUE,TRUE,ready_for_build
59,GAZP_11,GAZP,11_27,2015,26,803,22,L_Pgrass,native,6,species,abundance,166,plot:166:803:22,5,,2015,TRUE,TRUE,ready_for_build
60,GAZP_11,GAZP,11_27,2015,26,803,42,L_Pgrass,native,1,species,abundance,166,plot:166:803:42,5,,2015,TRUE,TRUE,ready_for_build
61,GAZP_11,GAZP,11_27,2015,26,804,123,L_Pgrass,native,10,species,abundance,166,plot:166:804:123,5,,2015,TRUE,TRUE,ready_for_build
62,GAZP_11,GAZP,11_27,2015,26,804,143,L_Pgrass,native,13,species,abundance,166,plot:166:804:143,5,,2015,TRUE,TRUE,ready_for_build
63,GAZP_11,GAZP,11_27,2015,26,805,121,L_Pgrass,native,3,species,abundance,166,plot:166:805:121,5,,2015,TRUE,TRUE,ready_for_build
64,GAZP_11,GAZP,11_27,2015,26,805,141,L_Pgrass,native,14,species,abundance,166,plot:166:805:141,5,,2015,TRUE,TRUE,ready_for_build
65,GAZP_11,GAZP,11_27,2015,26,806,23,L_Pgrass,native,2,species,abundance,166,plot:166:806:23,5,,2015,TRUE,TRUE,ready_for_build
66,GAZP_11,GAZP,11_27,2015,26,806,43,L_Pgrass,native,0,species,abundance,166,plot:166:806:43,5,,2015,TRUE,TRUE,ready_for_build
67,GAZP_11,GAZP,11_27,2015,26,808,121,L_Pgrass,native,0,species,abundance,166,plot:166:808:121,5,,2015,TRUE,TRUE,ready_for_build
68,GAZP_11,GAZP,11_27,2015,26,808,141,L_Pgrass,native,3,species,abundance,166,plot:166:808:141,5,,2015,TRUE,TRUE,ready_for_build
69,GAZP_11,GAZP,11_27,2015,26,809,121,L_Pgrass,native,9,species,abundance,166,plot:166:809:121,5,,2015,TRUE,TRUE,ready_for_build
70,GAZP_11,GAZP,11_27,2015,26,809,141,L_Pgrass,native,5,species,abundance,166,plot:166:809:141,5,,2015,TRUE,TRUE,ready_for_build
71,GAZP_11,GAZP,11_28,2015,26,310,23,L_Pgrass,native,7,species,abundance,166,plot:166:310:23,5,,2015,TRUE,TRUE,ready_for_build
72,GAZP_11,GAZP,11_28,2015,26,310,43,L_Pgrass,native,0,species,abundance,166,plot:166:310:43,5,,2015,TRUE,TRUE,ready_for_build
73,GAZP_11,GAZP,11_28,2015,26,311,22,L_Pgrass,native,1,species,abundance,166,plot:166:311:22,5,,2015,TRUE,TRUE,ready_for_build
74,GAZP_11,GAZP,11_28,2015,26,311,42,L_Pgrass,native,7,species,abundance,166,plot:166:311:42,5,,2015,TRUE,TRUE,ready_for_build
75,GAZP_11,GAZP,11_28,2015,26,312,22,L_Pgrass,native,1,species,abundance,166,plot:166:312:22,5,,2015,TRUE,TRUE,ready_for_build
76,GAZP_11,GAZP,11_28,2015,26,312,42,L_Pgrass,native,4,species,abundance,166,plot:166:312:42,5,,2015,TRUE,TRUE,ready_for_build
77,GAZP_11,GAZP,11_28,2015,26,313,23,L_Pgrass,native,0,species,abundance,166,plot:166:313:23,5,,2015,TRUE,TRUE,ready_for_build
78,GAZP_11,GAZP,11_28,2015,26,313,43,L_Pgrass,native,6,species,abundance,166,plot:166:313:43,5,,2015,TRUE,TRUE,ready_for_build
79,GAZP_11,GAZP,11_28,2015,26,314,121,L_Pgrass,native,0,species,abundance,166,plot:166:314:121,5,,2015,TRUE,TRUE,ready_for_build
80,GAZP_11,GAZP,11_28,2015,26,314,141,L_Pgrass,native,0,species,abundance,166,plot:166:314:141,5,,2015,TRUE,TRUE,ready_for_build
81,GAZP_11,GAZP,11_28,2015,26,315,23,L_Pgrass,native,9,species,abundance,166,plot:166:315:23,5,,2015,TRUE,TRUE,ready_for_build
82,GAZP_11,GAZP,11_28,2015,26,315,43,L_Pgrass,native,3,species,abundance,166,plot:166:315:43,5,,2015,TRUE,TRUE,ready_for_build
83,GAZP_11,GAZP,11_28,2015,26,316,22,L_Pgrass,native,0,species,abundance,166,plot:166:316:22,5,,2015,TRUE,TRUE,ready_for_build
84,GAZP_11,GAZP,11_28,2015,26,316,42,L_Pgrass,native,0,species,abundance,166,plot:166:316:42,5,,2015,TRUE,TRUE,ready_for_build
85,GAZP_11,GAZP,11_28,2015,26,317,121,L_Pgrass,native,1,species,abundance,166,plot:166:317:121,5,,2015,TRUE,TRUE,ready_for_build
86,GAZP_11,GAZP,11_28,2015,26,317,141,L_Pgrass,native,0,species,abundance,166,plot:166:317:141,5,,2015,TRUE,TRUE,ready_for_build
87,GAZP_11,GAZP,11_28,2015,26,318,21,L_Pgrass,native,4,species,abundance,166,plot:166:318:21,5,,2015,TRUE,TRUE,ready_for_build
88,GAZP_11,GAZP,11_28,2015,26,318,41,L_Pgrass,native,4,species,abundance,166,plot:166:318:41,5,,2015,TRUE,TRUE,ready_for_build
89,GAZP_11,GAZP,11_28,2015,26,410,23,L_Pgrass,native,0,species,abundance,166,plot:166:410:23,5,,2015,TRUE,TRUE,ready_for_build
90,GAZP_11,GAZP,11_28,2015,26,410,43,L_Pgrass,native,5,species,abundance,166,plot:166:410:43,5,,2015,TRUE,TRUE,ready_for_build
91,GAZP_11,GAZP,11_28,2015,26,411,122,L_Pgrass,native,3,species,abundance,166,plot:166:411:122,5,,2015,TRUE,TRUE,ready_for_build
92,GAZP_11,GAZP,11_28,2015,26,411,142,L_Pgrass,native,1,species,abundance,166,plot:166:411:142,5,,2015,TRUE,TRUE,ready_for_build
93,GAZP_11,GAZP,11_28,2015,26,412,122,L_Pgrass,native,0,species,abundance,166,plot:166:412:122,5,,2015,TRUE,TRUE,ready_for_build
94,GAZP_11,GAZP,11_28,2015,26,412,142,L_Pgrass,native,0,species,abundance,166,plot:166:412:142,5,,2015,TRUE,TRUE,ready_for_build
95,GAZP_11,GAZP,11_28,2015,26,413,23,L_Pgrass,native,2,species,abundance,166,plot:166:413:23,5,,2015,TRUE,TRUE,ready_for_build
96,GAZP_11,GAZP,11_28,2015,26,413,43,L_Pgrass,native,2,species,abundance,166,plot:166:413:43,5,,2015,TRUE,TRUE,ready_for_build
97,GAZP_11,GAZP,11_28,2015,26,414,121,L_Pgrass,native,3,species,abundance,166,plot:166:414:121,5,,2015,TRUE,TRUE,ready_for_build
98,GAZP_11,GAZP,11_28,2015,26,414,141,L_Pgrass,native,0,species,abundance,166,plot:166:414:141,5,,2015,TRUE,TRUE,ready_for_build
99,GAZP_11,GAZP,11_28,2015,26,415,123,L_Pgrass,native,1,species,abundance,166,plot:166:415:123,5,,2015,TRUE,TRUE,ready_for_build
100,GAZP_11,GAZP,11_28,2015,26,415,143,L_Pgrass,native,2,species,abundance,166,plot:166:415:143,5,,2015,TRUE,TRUE,ready_for_build
101,GAZP_11,GAZP,11_28,2015,26,416,122,L_Pgrass,native,6,species,abundance,166,plot:166:416:122,5,,2015,TRUE,TRUE,ready_for_build
102,GAZP_11,GAZP,11_28,2015,26,416,142,L_Pgrass,native,8,species,abundance,166,plot:166:416:142,5,,2015,TRUE,TRUE,ready_for_build
103,GAZP_11,GAZP,11_28,2015,26,417,121,L_Pgrass,native,1,species,abundance,166,plot:166:417:121,5,,2015,TRUE,TRUE,ready_for_build
104,GAZP_11,GAZP,11_28,2015,26,417,141,L_Pgrass,native,3,species,abundance,166,plot:166:417:141,5,,2015,TRUE,TRUE,ready_for_build
105,GAZP_11,GAZP,11_28,2015,26,418,121,L_Pgrass,native,4,species,abundance,166,plot:166:418:121,5,,2015,TRUE,TRUE,ready_for_build
106,GAZP_11,GAZP,11_28,2015,26,418,141,L_Pgrass,native,1,species,abundance,166,plot:166:418:141,5,,2015,TRUE,TRUE,ready_for_build
107,GAZP_11,GAZP,11_29,2015,26,710,123,L_Pgrass,native,0,species,abundance,166,plot:166:710:123,5,,2015,TRUE,TRUE,ready_for_build
108,GAZP_11,GAZP,11_29,2015,26,710,143,L_Pgrass,native,0,species,abundance,166,plot:166:710:143,5,,2015,TRUE,TRUE,ready_for_build
109,GAZP_11,GAZP,11_29,2015,26,711,122,L_Pgrass,native,7,species,abundance,166,plot:166:711:122,5,,2015,TRUE,TRUE,ready_for_build
110,GAZP_11,GAZP,11_29,2015,26,711,142,L_Pgrass,native,0,species,abundance,166,plot:166:711:142,5,,2015,TRUE,TRUE,ready_for_build
111,GAZP_11,GAZP,11_29,2015,26,712,122,L_Pgrass,native,2,species,abundance,166,plot:166:712:122,5,,2015,TRUE,TRUE,ready_for_build
112,GAZP_11,GAZP,11_29,2015,26,712,142,L_Pgrass,native,4,species,abundance,166,plot:166:712:142,5,,2015,TRUE,TRUE,ready_for_build
113,GAZP_11,GAZP,11_29,2015,26,713,123,L_Pgrass,native,3,species,abundance,166,plot:166:713:123,5,,2015,TRUE,TRUE,ready_for_build
114,GAZP_11,GAZP,11_29,2015,26,713,143,L_Pgrass,native,8,species,abundance,166,plot:166:713:143,5,,2015,TRUE,TRUE,ready_for_build
115,GAZP_11,GAZP,11_29,2015,26,714,21,L_Pgrass,native,1,species,abundance,166,plot:166:714:21,5,,2015,TRUE,TRUE,ready_for_build
116,GAZP_11,GAZP,11_29,2015,26,714,41,L_Pgrass,native,0,species,abundance,166,plot:166:714:41,5,,2015,TRUE,TRUE,ready_for_build
117,GAZP_11,GAZP,11_29,2015,26,715,123,L_Pgrass,native,1,species,abundance,166,plot:166:715:123,5,,2015,TRUE,TRUE,ready_for_build
118,GAZP_11,GAZP,11_29,2015,26,715,143,L_Pgrass,native,9,species,abundance,166,plot:166:715:143,5,,2015,TRUE,TRUE,ready_for_build
119,GAZP_11,GAZP,11_29,2015,26,716,122,L_Pgrass,native,4,species,abundance,166,plot:166:716:122,5,,2015,TRUE,TRUE,ready_for_build
120,GAZP_11,GAZP,11_29,2015,26,716,142,L_Pgrass,native,1,species,abundance,166,plot:166:716:142,5,,2015,TRUE,TRUE,ready_for_build
121,GAZP_11,GAZP,11_29,2015,26,717,21,L_Pgrass,native,3,species,abundance,166,plot:166:717:21,5,,2015,TRUE,TRUE,ready_for_build
122,GAZP_11,GAZP,11_29,2015,26,717,41,L_Pgrass,native,2,species,abundance,166,plot:166:717:41,5,,2015,TRUE,TRUE,ready_for_build
123,GAZP_11,GAZP,11_29,2015,26,718,121,L_Pgrass,native,0,species,abundance,166,plot:166:718:121,5,,2015,TRUE,TRUE,ready_for_build
124,GAZP_11,GAZP,11_29,2015,26,718,141,L_Pgrass,native,0,species,abundance,166,plot:166:718:141,5,,2015,TRUE,TRUE,ready_for_build
125,GAZP_11,GAZP,11_29,2015,26,810,123,L_Pgrass,native,0,species,abundance,166,plot:166:810:123,5,,2015,TRUE,TRUE,ready_for_build
126,GAZP_11,GAZP,11_29,2015,26,810,143,L_Pgrass,native,1,species,abundance,166,plot:166:810:143,5,,2015,TRUE,TRUE,ready_for_build
127,GAZP_11,GAZP,11_29,2015,26,811,22,L_Pgrass,native,7,species,abundance,166,plot:166:811:22,5,,2015,TRUE,TRUE,ready_for_build
128,GAZP_11,GAZP,11_29,2015,26,811,42,L_Pgrass,native,0,species,abundance,166,plot:166:811:42,5,,2015,TRUE,TRUE,ready_for_build
129,GAZP_11,GAZP,11_29,2015,26,812,22,L_Pgrass,native,0,species,abundance,166,plot:166:812:22,5,,2015,TRUE,TRUE,ready_for_build
130,GAZP_11,GAZP,11_29,2015,26,812,42,L_Pgrass,native,4,species,abundance,166,plot:166:812:42,5,,2015,TRUE,TRUE,ready_for_build
131,GAZP_11,GAZP,11_29,2015,26,813,123,L_Pgrass,native,0,species,abundance,166,plot:166:813:123,5,,2015,TRUE,TRUE,ready_for_build
132,GAZP_11,GAZP,11_29,2015,26,813,143,L_Pgrass,native,4,species,abundance,166,plot:166:813:143,5,,2015,TRUE,TRUE,ready_for_build
133,GAZP_11,GAZP,11_29,2015,26,814,21,L_Pgrass,native,0,species,abundance,166,plot:166:814:21,5,,2015,TRUE,TRUE,ready_for_build
134,GAZP_11,GAZP,11_29,2015,26,814,41,L_Pgrass,native,4,species,abundance,166,plot:166:814:41,5,,2015,TRUE,TRUE,ready_for_build
135,GAZP_11,GAZP,11_29,2015,26,815,23,L_Pgrass,native,7,species,abundance,166,plot:166:815:23,5,,2015,TRUE,TRUE,ready_for_build
136,GAZP_11,GAZP,11_29,2015,26,815,43,L_Pgrass,native,6,species,abundance,166,plot:166:815:43,5,,2015,TRUE,TRUE,ready_for_build
137,GAZP_11,GAZP,11_29,2015,26,816,22,L_Pgrass,native,3,species,abundance,166,plot:166:816:22,5,,2015,TRUE,TRUE,ready_for_build
138,GAZP_11,GAZP,11_29,2015,26,816,42,L_Pgrass,native,2,species,abundance,166,plot:166:816:42,5,,2015,TRUE,TRUE,ready_for_build
139,GAZP_11,GAZP,11_29,2015,26,817,21,L_Pgrass,native,0,species,abundance,166,plot:166:817:21,5,,2015,TRUE,TRUE,ready_for_build
140,GAZP_11,GAZP,11_29,2015,26,817,41,L_Pgrass,native,2,species,abundance,166,plot:166:817:41,5,,2015,TRUE,TRUE,ready_for_build
141,GAZP_11,GAZP,11_29,2015,26,818,21,L_Pgrass,native,9,species,abundance,166,plot:166:818:21,5,,2015,TRUE,TRUE,ready_for_build
142,GAZP_11,GAZP,11_29,2015,26,818,41,L_Pgrass,native,0,species,abundance,166,plot:166:818:41,5,,2015,TRUE,TRUE,ready_for_build
143,GAZP_11,GAZP,11_30,2015,26,1101,53,Ely_ely,native,2,species,abundance,166,plot:166:1101:53,5,,2015,TRUE,TRUE,ready_for_build
144,GAZP_11,GAZP,11_30,2015,26,1102,32,Ely_ely,native,3,species,abundance,166,plot:166:1102:32,5,,2015,TRUE,TRUE,ready_for_build
145,GAZP_11,GAZP,11_30,2015,26,1103,42,Ely_ely,native,7,species,abundance,166,plot:166:1103:42,5,,2015,TRUE,TRUE,ready_for_build
146,GAZP_11,GAZP,11_30,2015,26,1104,153,Ely_ely,native,6,species,abundance,166,plot:166:1104:153,5,,2015,TRUE,TRUE,ready_for_build
147,GAZP_11,GAZP,11_30,2015,26,1105,21,Ely_ely,native,14,species,abundance,166,plot:166:1105:21,5,,2015,TRUE,TRUE,ready_for_build
148,GAZP_11,GAZP,11_30,2015,26,1106,153,Ely_ely,native,15,species,abundance,166,plot:166:1106:153,5,,2015,TRUE,TRUE,ready_for_build
149,GAZP_11,GAZP,11_30,2015,26,1107,52,Ely_ely,native,29,species,abundance,166,plot:166:1107:52,5,,2015,TRUE,TRUE,ready_for_build
150,GAZP_11,GAZP,11_30,2015,26,1108,31,Ely_ely,native,9,species,abundance,166,plot:166:1108:31,5,,2015,TRUE,TRUE,ready_for_build
151,GAZP_11,GAZP,11_30,2015,26,1109,31,Ely_ely,native,8,species,abundance,166,plot:166:1109:31,5,,2015,TRUE,TRUE,ready_for_build
152,GAZP_11,GAZP,11_30,2015,26,1201,53,Ely_ely,native,1,species,abundance,166,plot:166:1201:53,5,,2015,TRUE,TRUE,ready_for_build
153,GAZP_11,GAZP,11_30,2015,26,1202,32,Ely_ely,native,14,species,abundance,166,plot:166:1202:32,5,,2015,TRUE,TRUE,ready_for_build
154,GAZP_11,GAZP,11_30,2015,26,1203,12,Ely_ely,native,4,species,abundance,166,plot:166:1203:12,5,,2015,TRUE,TRUE,ready_for_build
155,GAZP_11,GAZP,11_30,2015,26,1204,13,Ely_ely,native,14,species,abundance,166,plot:166:1204:13,5,,2015,TRUE,TRUE,ready_for_build
156,GAZP_11,GAZP,11_30,2015,26,1205,111,Ely_ely,native,6,species,abundance,166,plot:166:1205:111,5,,2015,TRUE,TRUE,ready_for_build
157,GAZP_11,GAZP,11_30,2015,26,1206,43,Ely_ely,native,5,species,abundance,166,plot:166:1206:43,5,,2015,TRUE,TRUE,ready_for_build
158,GAZP_11,GAZP,11_30,2015,26,1207,52,Ely_ely,native,19,species,abundance,166,plot:166:1207:52,5,,2015,TRUE,TRUE,ready_for_build
159,GAZP_11,GAZP,11_30,2015,26,1208,11,Ely_ely,native,10,species,abundance,166,plot:166:1208:11,5,,2015,TRUE,TRUE,ready_for_build
160,GAZP_11,GAZP,11_30,2015,26,1209,31,Ely_ely,native,1,species,abundance,166,plot:166:1209:31,5,,2015,TRUE,TRUE,ready_for_build
161,GAZP_11,GAZP,11_31,2015,26,1501,123,Ely_ely,native,3,species,abundance,166,plot:166:1501:123,5,,2015,TRUE,TRUE,ready_for_build
162,GAZP_11,GAZP,11_31,2015,26,1502,152,Ely_ely,native,14,species,abundance,166,plot:166:1502:152,5,,2015,TRUE,TRUE,ready_for_build
163,GAZP_11,GAZP,11_31,2015,26,1503,112,Ely_ely,native,6,species,abundance,166,plot:166:1503:112,5,,2015,TRUE,TRUE,ready_for_build
164,GAZP_11,GAZP,11_31,2015,26,1504,43,Ely_ely,native,5,species,abundance,166,plot:166:1504:43,5,,2015,TRUE,TRUE,ready_for_build
165,GAZP_11,GAZP,11_31,2015,26,1505,121,Ely_ely,native,1,species,abundance,166,plot:166:1505:121,5,,2015,TRUE,TRUE,ready_for_build
166,GAZP_11,GAZP,11_31,2015,26,1506,43,Ely_ely,native,22,species,abundance,166,plot:166:1506:43,5,,2015,TRUE,TRUE,ready_for_build
167,GAZP_11,GAZP,11_31,2015,26,1507,142,Ely_ely,native,31,species,abundance,166,plot:166:1507:142,5,,2015,TRUE,TRUE,ready_for_build
168,GAZP_11,GAZP,11_31,2015,26,1508,131,Ely_ely,native,5,species,abundance,166,plot:166:1508:131,5,,2015,TRUE,TRUE,ready_for_build
169,GAZP_11,GAZP,11_31,2015,26,1509,121,Ely_ely,native,15,species,abundance,166,plot:166:1509:121,5,,2015,TRUE,TRUE,ready_for_build
170,GAZP_11,GAZP,11_31,2015,26,1601,153,Ely_ely,native,1,species,abundance,166,plot:166:1601:153,5,,2015,TRUE,TRUE,ready_for_build
171,GAZP_11,GAZP,11_31,2015,26,1602,122,Ely_ely,native,6,species,abundance,166,plot:166:1602:122,5,,2015,TRUE,TRUE,ready_for_build
172,GAZP_11,GAZP,11_31,2015,26,1603,142,Ely_ely,native,0,species,abundance,166,plot:166:1603:142,5,,2015,TRUE,TRUE,ready_for_build
173,GAZP_11,GAZP,11_31,2015,26,1604,113,Ely_ely,native,5,species,abundance,166,plot:166:1604:113,5,,2015,TRUE,TRUE,ready_for_build
174,GAZP_11,GAZP,11_31,2015,26,1605,11,Ely_ely,native,12,species,abundance,166,plot:166:1605:11,5,,2015,TRUE,TRUE,ready_for_build
