database,projectid,areaid,treatmentid
GAZP,1,91,5
GAZP,1,91,6
GAZP,1,92,5
GAZP,1,92,6
GAZP,1,93,5
GAZP,1,93,6
GAZP,1,94,5
GAZP,1,94,6
GAZP,1,95,5
GAZP,1,95,6
GAZP,1,96,7
GAZP,1,96,8
GAZP,1,97,7
GAZP,1,97,8
GAZP,1,98,7
GAZP,1,98,8
GAZP,1,99,7
GAZP,1,99,8
GAZP,1,100,7
GAZP,1,100,8
GAZP,1,101,7
GAZP,1,101,8
GAZP,1,102,7
GAZP,1,102,8
GAZP,1,103,7
GAZP,1,103,8
GAZP,1,104,7
GAZP,1,104,8
GAZP,1,105,7
GAZP,1,105,8
GAZP,1,106,7
GAZP,1,106,8
GAZP,1,107,7
GAZP,1,107,8
GAZP,1,108,7
GAZP,1,108,8
GAZP,1,109,7
GAZP,1,109,8
GAZP,1,110,7
GAZP,1,110,8
GAZP,1,111,7
GAZP,1,111,8
GAZP,1,112,7
GAZP,1,112,8
GAZP,1,113,7
GAZP,1,113,8
GAZP,1,114,7
GAZP,1,114,8
GAZP,1,115,7
GAZP,1,115,8
GAZP,1,116,7
GAZP,1,116,8
GAZP,1,117,7
GAZP,1,117,8
GAZP,1,118,7
GAZP,1,118,8
GAZP,1,119,7
GAZP,1,119,8
GAZP,1,120,7
GAZP,1,120,8
GAZP,1,121,7
GAZP,1,121,8
GAZP,1,122,7
GAZP,1,122,8
GAZP,1,123,7
GAZP,1,123,8
GAZP,1,124,7
GAZP,1,124,8
GAZP,1,125,7
GAZP,1,125,8
GAZP,1,126,9
GAZP,1,126,10
GAZP,1,127,9
GAZP,1,127,10
GAZP,1,128,9
GAZP,1,128,10
GAZP,1,129,9
GAZP,1,129,10
GAZP,1,130,9
GAZP,1,130,10
GAZP,1,131,9
GAZP,1,131,10
GAZP,1,132,9
GAZP,1,132,10
GAZP,1,133,9
GAZP,1,133,10
GAZP,1,134,9
GAZP,1,134,10
GAZP,1,135,9
GAZP,1,135,10
GAZP,1,136,9
GAZP,1,136,10
GAZP,1,137,9
GAZP,1,137,10
GAZP,1,138,9
GAZP,1,138,10
GAZP,1,139,9
GAZP,1,139,10
GAZP,1,140,9
GAZP,1,140,10
GAZP,1,141,9
GAZP,1,141,10
GAZP,1,142,9
GAZP,1,142,10
GAZP,1,143,9
GAZP,1,143,10
GAZP,1,144,9
GAZP,1,144,10
GAZP,1,145,9
GAZP,1,145,10
GAZP,1,146,9
GAZP,1,146,10
GAZP,1,147,9
GAZP,1,147,10
GAZP,1,148,9
GAZP,1,148,10
GAZP,1,149,9
GAZP,1,149,10
GAZP,1,150,9
GAZP,1,150,10
GAZP,1,151,9
GAZP,1,151,10
GAZP,1,152,9
GAZP,1,152,10
GAZP,1,153,9
GAZP,1,153,10
GAZP,1,154,9
GAZP,1,154,10
GAZP,1,155,9
GAZP,1,155,10
GAZP,1,156,11
GAZP,1,156,12
GAZP,1,157,11
GAZP,1,157,12
GAZP,1,158,11
GAZP,1,158,12
GAZP,1,159,11
GAZP,1,159,12
GAZP,1,160,11
GAZP,1,160,12
GAZP,1,161,11
GAZP,1,161,12
GAZP,1,162,11
GAZP,1,162,12
GAZP,1,163,11
GAZP,1,163,12
GAZP,1,164,11
GAZP,1,164,12
GAZP,1,165,11
GAZP,1,165,12
GAZP,1,166,11
GAZP,1,166,12
GAZP,1,167,11
GAZP,1,167,12
GAZP,1,168,11
GAZP,1,168,12
GAZP,1,169,11
GAZP,1,169,12
GAZP,1,170,11
GAZP,1,170,12
GAZP,1,171,11
GAZP,1,171,12
GAZP,1,172,11
GAZP,1,172,12
GAZP,1,173,11
GAZP,1,173,12
GAZP,1,174,11
GAZP,1,174,12
GAZP,1,175,11
GAZP,1,175,12
GAZP,1,176,11
GAZP,1,176,12
GAZP,1,177,11
GAZP,1,177,12
GAZP,1,178,11
GAZP,1,178,12
GAZP,1,179,11
GAZP,1,179,12
GAZP,1,180,11
GAZP,1,180,12
GAZP,1,181,11
GAZP,1,181,12
GAZP,1,182,11
GAZP,1,182,12
GAZP,1,183,11
GAZP,1,183,12
GAZP,1,184,11
GAZP,1,184,12
GAZP,1,185,11
GAZP,1,185,12
GAZP,1,186,13
GAZP,1,186,14
GAZP,1,187,13
GAZP,1,187,14
GAZP,1,188,13
GAZP,1,188,14
GAZP,1,189,13
GAZP,1,189,14
GAZP,1,190,13
GAZP,1,190,14
GAZP,1,191,13
GAZP,1,191,14
GAZP,1,192,13
GAZP,1,192,14
GAZP,1,193,13
GAZP,1,193,14
GAZP,1,194,13
GAZP,1,194,14
GAZP,1,195,13
GAZP,1,195,14
GAZP,1,196,13
GAZP,1,196,14
GAZP,1,197,13
GAZP,1,197,14
GAZP,1,198,13
GAZP,1,198,14
GAZP,1,199,13
GAZP,1,199,14
GAZP,1,200,13
GAZP,1,200,14
GAZP,1,201,13
GAZP,1,201,14
GAZP,1,202,13
GAZP,1,202,14
GAZP,1,203,13
GAZP,1,203,14
GAZP,1,204,13
GAZP,1,204,14
GAZP,1,205,13
GAZP,1,205,14
GAZP,1,206,13
GAZP,1,206,14
GAZP,1,207,13
GAZP,1,207,14
GAZP,1,208,13
GAZP,1,208,14
GAZP,1,209,13
GAZP,1,209,14
GAZP,1,210,13
GAZP,1,210,14
GAZP,1,211,13
GAZP,1,211,14
GAZP,1,212,13
GAZP,1,212,14
GAZP,1,213,13
GAZP,1,213,14
GAZP,1,214,13
GAZP,1,214,14
GAZP,1,215,13
GAZP,1,215,14
GAZP,1,216,15
GAZP,1,216,16
GAZP,1,217,15
GAZP,1,217,16
GAZP,1,218,15
GAZP,1,218,16
GAZP,1,219,15
GAZP,1,219,16
GAZP,1,220,15
GAZP,1,220,16
GAZP,1,221,15
GAZP,1,221,16
GAZP,1,222,15
GAZP,1,222,16
GAZP,1,223,15
GAZP,1,223,16
GAZP,1,224,15
GAZP,1,224,16
GAZP,1,225,15
GAZP,1,225,16
GAZP,1,226,15
GAZP,1,226,16
GAZP,1,227,15
GAZP,1,227,16
GAZP,1,228,15
GAZP,1,228,16
GAZP,1,229,15
GAZP,1,229,16
GAZP,1,230,15
GAZP,1,230,16
GAZP,1,231,15
GAZP,1,231,16
GAZP,1,232,15
GAZP,1,232,16
GAZP,1,233,15
GAZP,1,233,16
GAZP,1,234,15
GAZP,1,234,16
GAZP,1,235,15
GAZP,1,235,16
GAZP,1,236,15
GAZP,1,236,16
GAZP,1,237,15
GAZP,1,237,16
GAZP,1,238,15
GAZP,1,238,16
GAZP,1,239,15
GAZP,1,239,16
GAZP,1,240,15
GAZP,1,240,16
GAZP,1,241,15
GAZP,1,241,16
GAZP,1,242,15
GAZP,1,242,16
GAZP,1,243,15
GAZP,1,243,16
GAZP,1,244,15
GAZP,1,244,16
GAZP,1,245,15
GAZP,1,245,16
GAZP,1,246,15
GAZP,1,246,16
GAZP,1,247,17
GAZP,1,247,18
GAZP,1,248,17
GAZP,1,248,18
GAZP,1,249,17
GAZP,1,249,18
GAZP,1,250,17
GAZP,1,250,18
GAZP,1,251,17
GAZP,1,251,18
GAZP,1,252,17
GAZP,1,252,18
GAZP,1,253,17
GAZP,1,253,18
GAZP,1,254,17
GAZP,1,254,18
GAZP,1,255,17
GAZP,1,255,18
GAZP,1,256,17
GAZP,1,256,18
GAZP,1,257,17
GAZP,1,257,18
GAZP,1,258,17
GAZP,1,258,18
GAZP,1,259,17
GAZP,1,259,18
GAZP,1,260,17
GAZP,1,260,18
GAZP,1,261,17
GAZP,1,261,18
GAZP,1,262,17
GAZP,1,262,18
GAZP,1,263,17
GAZP,1,263,18
GAZP,1,264,17
GAZP,1,264,18
GAZP,1,265,17
GAZP,1,265,18
GAZP,1,266,17
GAZP,1,266,18
GAZP,1,267,17
GAZP,1,267,18
GAZP,1,268,17
GAZP,1,268,18
GAZP,1,269,17
GAZP,1,269,18
GAZP,1,270,17
GAZP,1,270,18
GAZP,1,271,17
GAZP,1,271,18
GAZP,1,272,17
GAZP,1,272,18
GAZP,1,273,17
GAZP,1,273,18
GAZP,1,274,17
GAZP,1,274,18
GAZP,1,275,17
GAZP,1,275,18
GAZP,1,276,17
GAZP,1,276,18
GAZP,1,277,17
GAZP,1,277,18
GAZP,1,278,17
GAZP,1,278,18
GAZP,1,279,17
GAZP,1,279,18
GAZP,1,280,17
GAZP,1,280,18
GAZP,1,281,17
GAZP,1,281,18
GAZP,1,282,17
GAZP,1,282,18
GAZP,1,283,17
GAZP,1,283,18
GAZP,1,284,17
GAZP,1,284,18
GAZP,1,285,17
GAZP,1,285,18
GAZP,1,286,17
GAZP,1,286,18
GAZP,1,287,19
GAZP,1,287,20
GAZP,1,288,19
GAZP,1,288,20
GAZP,1,289,19
GAZP,1,289,20
GAZP,1,290,19
GAZP,1,290,20
GAZP,1,291,19
GAZP,1,291,20
GAZP,1,292,19
GAZP,1,292,20
GAZP,1,293,19
GAZP,1,293,20
GAZP,1,294,19
GAZP,1,294,20
GAZP,1,295,19
GAZP,1,295,20
GAZP,1,296,19
GAZP,1,296,20
GAZP,1,297,19
GAZP,1,297,20
GAZP,1,298,19
GAZP,1,298,20
GAZP,1,299,19
GAZP,1,299,20
GAZP,1,300,19
GAZP,1,300,20
GAZP,1,301,19
GAZP,1,301,20
GAZP,1,302,19
GAZP,1,302,20
GAZP,1,303,19
GAZP,1,303,20
GAZP,1,304,19
GAZP,1,304,20
GAZP,1,305,19
GAZP,1,305,20
GAZP,1,306,19
GAZP,1,306,20
GAZP,1,307,19
GAZP,1,307,20
GAZP,1,308,19
GAZP,1,308,20
GAZP,1,309,19
GAZP,1,309,20
GAZP,1,310,19
GAZP,1,310,20
GAZP,1,311,19
GAZP,1,311,20
GAZP,1,312,19
GAZP,1,312,20
GAZP,1,313,19
GAZP,1,313,20
GAZP,1,314,19
GAZP,1,314,20
GAZP,1,315,19
GAZP,1,315,20
GAZP,1,316,19
GAZP,1,316,20
GAZP,1,317,21
GAZP,1,317,22
GAZP,1,318,21
GAZP,1,318,22
GAZP,1,319,21
GAZP,1,319,22
GAZP,1,320,21
GAZP,1,320,22
GAZP,1,321,21
GAZP,1,321,22
GAZP,1,322,21
GAZP,1,322,22
GAZP,1,323,21
GAZP,1,323,22
GAZP,1,324,21
GAZP,1,324,22
GAZP,1,325,21
GAZP,1,325,22
GAZP,1,326,21
GAZP,1,326,22
GAZP,1,327,21
GAZP,1,327,22
GAZP,1,328,21
GAZP,1,328,22
GAZP,1,329,21
GAZP,1,329,22
GAZP,1,330,21
GAZP,1,330,22
GAZP,1,331,21
GAZP,1,331,22
GAZP,1,332,21
GAZP,1,332,22
GAZP,1,333,21
GAZP,1,333,22
GAZP,1,334,21
GAZP,1,334,22
GAZP,1,335,21
GAZP,1,335,22
GAZP,1,336,21
GAZP,1,336,22
GAZP,1,337,21
GAZP,1,337,22
GAZP,1,338,21
GAZP,1,338,22
GAZP,1,339,21
GAZP,1,339,22
GAZP,1,340,21
GAZP,1,340,22
GAZP,1,341,21
GAZP,1,341,22
GAZP,1,342,21
GAZP,1,342,22
GAZP,1,343,21
GAZP,1,343,22
GAZP,1,344,21
GAZP,1,344,22
GAZP,1,345,21
GAZP,1,345,22
GAZP,1,346,23
GAZP,1,346,24
GAZP,1,347,23
GAZP,1,347,24
GAZP,1,348,23
GAZP,1,348,24
GAZP,1,349,23
GAZP,1,349,24
GAZP,1,350,23
GAZP,1,350,24
GAZP,1,351,23
GAZP,1,351,24
GAZP,1,352,23
GAZP,1,352,24
GAZP,1,353,23
GAZP,1,353,24
GAZP,1,354,23
GAZP,1,354,24
GAZP,1,355,23
GAZP,1,355,24
GAZP,1,356,23
GAZP,1,356,24
GAZP,1,357,23
GAZP,1,357,24
GAZP,1,358,23
GAZP,1,358,24
GAZP,1,359,23
GAZP,1,359,24
GAZP,1,360,23
GAZP,1,360,24
GAZP,1,361,23
GAZP,1,361,24
GAZP,1,362,23
GAZP,1,362,24
GAZP,1,363,23
GAZP,1,363,24
GAZP,1,364,23
GAZP,1,364,24
GAZP,1,365,23
GAZP,1,365,24
GAZP,1,366,23
GAZP,1,366,24
GAZP,1,367,23
GAZP,1,367,24
GAZP,1,368,23
GAZP,1,368,24
GAZP,1,369,23
GAZP,1,369,24
GAZP,1,370,23
GAZP,1,370,24
GAZP,1,371,23
GAZP,1,371,24
GAZP,1,372,23
GAZP,1,372,24
GAZP,1,373,23
GAZP,1,373,24
GAZP,1,374,23
GAZP,1,374,24
GAZP,1,375,23
GAZP,1,375,24
GAZP,1,376,25
GAZP,1,376,26
GAZP,1,377,25
GAZP,1,377,26
GAZP,1,378,25
GAZP,1,378,26
GAZP,1,379,25
GAZP,1,379,26
GAZP,1,380,25
GAZP,1,380,26
GAZP,1,381,25
GAZP,1,381,26
GAZP,1,382,25
GAZP,1,382,26
GAZP,1,383,25
GAZP,1,383,26
GAZP,1,384,25
GAZP,1,384,26
GAZP,1,385,25
GAZP,1,385,26
GAZP,1,386,25
GAZP,1,386,26
GAZP,1,387,25
GAZP,1,387,26
GAZP,1,388,25
GAZP,1,388,26
GAZP,1,389,25
GAZP,1,389,26
GAZP,1,390,25
GAZP,1,390,26
GAZP,1,391,25
GAZP,1,391,26
GAZP,1,392,25
GAZP,1,392,26
GAZP,1,393,25
GAZP,1,393,26
GAZP,1,394,25
GAZP,1,394,26
GAZP,1,395,25
GAZP,1,395,26
GAZP,1,396,25
GAZP,1,396,26
GAZP,1,397,25
GAZP,1,397,26
GAZP,1,398,25
GAZP,1,398,26
GAZP,1,399,25
GAZP,1,399,26
GAZP,1,400,25
GAZP,1,400,26
GAZP,1,401,25
GAZP,1,401,26
GAZP,1,402,25
GAZP,1,402,26
GAZP,1,403,25
GAZP,1,403,26
GAZP,1,404,25
GAZP,1,404,26
GAZP,1,405,25
GAZP,1,405,26
GAZP,1,406,27
GAZP,1,406,28
GAZP,1,407,27
GAZP,1,407,28
GAZP,1,408,27
GAZP,1,408,28
GAZP,1,409,27
GAZP,1,409,28
GAZP,1,410,27
GAZP,1,410,28
GAZP,1,411,27
GAZP,1,411,28
GAZP,1,412,27
GAZP,1,412,28
GAZP,1,413,27
GAZP,1,413,28
GAZP,1,414,27
GAZP,1,414,28
GAZP,1,415,27
GAZP,1,415,28
GAZP,1,416,27
GAZP,1,416,28
GAZP,1,417,27
GAZP,1,417,28
GAZP,1,418,27
GAZP,1,418,28
GAZP,1,419,27
GAZP,1,419,28
GAZP,1,420,27
GAZP,1,420,28
GAZP,1,421,27
GAZP,1,421,28
GAZP,1,422,27
GAZP,1,422,28
GAZP,1,423,27
GAZP,1,423,28
GAZP,1,424,27
GAZP,1,424,28
GAZP,1,425,27
GAZP,1,425,28
GAZP,1,426,27
GAZP,1,426,28
GAZP,1,427,27
GAZP,1,427,28
GAZP,1,428,27
GAZP,1,428,28
GAZP,1,429,27
GAZP,1,429,28
GAZP,1,430,27
GAZP,1,430,28
GAZP,1,431,27
GAZP,1,431,28
GAZP,1,432,27
GAZP,1,432,28
GAZP,1,433,27
GAZP,1,433,28
GAZP,1,434,27
GAZP,1,434,28
GAZP,1,435,27
GAZP,1,435,28
GAZP,1,436,29
GAZP,1,436,30
GAZP,1,437,29
GAZP,1,437,30
GAZP,1,438,29
GAZP,1,438,30
GAZP,1,439,29
GAZP,1,439,30
GAZP,1,440,29
GAZP,1,440,30
GAZP,1,441,29
GAZP,1,441,30
GAZP,1,442,29
GAZP,1,442,30
GAZP,1,443,29
GAZP,1,443,30
GAZP,1,444,29
GAZP,1,444,30
GAZP,1,445,29
GAZP,1,445,30
GAZP,1,446,29
GAZP,1,446,30
GAZP,1,447,29
GAZP,1,447,30
GAZP,1,448,29
GAZP,1,448,30
GAZP,1,449,29
GAZP,1,449,30
GAZP,1,450,29
GAZP,1,450,30
GAZP,1,451,29
GAZP,1,451,30
GAZP,1,452,29
GAZP,1,452,30
GAZP,1,453,29
GAZP,1,453,30
GAZP,1,454,29
GAZP,1,454,30
GAZP,1,455,29
GAZP,1,455,30
GAZP,1,456,29
GAZP,1,456,30
GAZP,1,457,29
GAZP,1,457,30
GAZP,1,458,29
GAZP,1,458,30
GAZP,1,459,29
GAZP,1,459,30
GAZP,1,460,29
GAZP,1,460,30
GAZP,1,461,29
GAZP,1,461,30
GAZP,1,462,29
GAZP,1,462,30
GAZP,1,463,29
GAZP,1,463,30
GAZP,1,464,29
GAZP,1,464,30
GAZP,1,465,29
GAZP,1,465,30
GAZP,1,466,31
GAZP,1,466,32
GAZP,1,467,31
GAZP,1,467,32
GAZP,1,468,31
GAZP,1,468,32
GAZP,1,469,31
GAZP,1,469,32
GAZP,1,470,31
GAZP,1,470,32
GAZP,1,471,31
GAZP,1,471,32
GAZP,1,472,31
GAZP,1,472,32
GAZP,1,473,31
GAZP,1,473,32
GAZP,1,474,31
GAZP,1,474,32
GAZP,1,475,31
GAZP,1,475,32
GAZP,1,476,31
GAZP,1,476,32
GAZP,1,477,31
GAZP,1,477,32
GAZP,1,478,31
GAZP,1,478,32
GAZP,1,479,31
GAZP,1,479,32
GAZP,1,480,31
GAZP,1,480,32
GAZP,1,481,31
GAZP,1,481,32
GAZP,1,482,31
GAZP,1,482,32
GAZP,1,483,31
GAZP,1,483,32
GAZP,1,484,31
GAZP,1,484,32
GAZP,1,485,31
GAZP,1,485,32
GAZP,1,486,31
GAZP,1,486,32
GAZP,1,487,31
GAZP,1,487,32
GAZP,1,488,31
GAZP,1,488,32
GAZP,1,489,31
GAZP,1,489,32
GAZP,1,490,31
GAZP,1,490,32
GAZP,1,491,31
GAZP,1,491,32
GAZP,1,492,31
GAZP,1,492,32
GAZP,1,493,31
GAZP,1,493,32
GAZP,1,494,31
GAZP,1,494,32
GAZP,1,495,31
GAZP,1,495,32
GAZP,1,496,33
GAZP,1,496,34
GAZP,1,497,33
GAZP,1,497,34
GAZP,1,498,33
GAZP,1,498,34
GAZP,1,499,33
GAZP,1,499,34
GAZP,1,500,33
GAZP,1,500,34
GAZP,1,501,33
GAZP,1,501,34
GAZP,1,502,33
GAZP,1,502,34
GAZP,1,503,33
GAZP,1,503,34
GAZP,1,504,33
GAZP,1,504,34
GAZP,1,505,33
GAZP,1,505,34
GAZP,1,506,33
GAZP,1,506,34
GAZP,1,507,33
GAZP,1,507,34
GAZP,1,508,33
GAZP,1,508,34
GAZP,1,509,33
GAZP,1,509,34
GAZP,1,510,33
GAZP,1,510,34
GAZP,1,511,33
GAZP,1,511,34
GAZP,1,512,33
GAZP,1,512,34
GAZP,1,513,33
GAZP,1,513,34
GAZP,1,514,33
GAZP,1,514,34
GAZP,1,515,33
GAZP,1,515,34
GAZP,1,516,33
GAZP,1,516,34
GAZP,1,517,33
GAZP,1,517,34
GAZP,1,518,33
GAZP,1,518,34
GAZP,1,519,33
GAZP,1,519,34
GAZP,1,520,33
GAZP,1,520,34
GAZP,1,521,33
GAZP,1,521,34
GAZP,1,522,33
GAZP,1,522,34
GAZP,1,523,33
GAZP,1,523,34
GAZP,1,524,33
GAZP,1,524,34
GAZP,1,525,33
GAZP,1,525,34
GAZP,1,526,35
GAZP,1,526,36
GAZP,1,527,35
GAZP,1,527,36
GAZP,1,528,35
GAZP,1,528,36
GAZP,1,529,35
GAZP,1,529,36
GAZP,1,530,35
GAZP,1,530,36
GAZP,1,531,35
GAZP,1,531,36
GAZP,1,532,35
GAZP,1,532,36
GAZP,1,533,35
GAZP,1,533,36
GAZP,1,534,35
GAZP,1,534,36
GAZP,1,535,35
GAZP,1,535,36
GAZP,1,536,35
GAZP,1,536,36
GAZP,1,537,35
GAZP,1,537,36
GAZP,1,538,35
GAZP,1,538,36
GAZP,1,539,35
GAZP,1,539,36
GAZP,1,540,35
GAZP,1,540,36
GAZP,1,541,35
GAZP,1,541,36
GAZP,1,542,35
GAZP,1,542,36
GAZP,1,543,35
GAZP,1,543,36
GAZP,1,544,35
GAZP,1,544,36
GAZP,1,545,35
GAZP,1,545,36
GAZP,1,546,35
GAZP,1,546,36
GAZP,1,547,35
GAZP,1,547,36
GAZP,1,548,35
GAZP,1,548,36
GAZP,1,549,35
GAZP,1,549,36
GAZP,1,550,35
GAZP,1,550,36
GAZP,1,551,35
GAZP,1,551,36
GAZP,1,552,35
GAZP,1,552,36
GAZP,1,553,35
GAZP,1,553,36
GAZP,1,554,35
GAZP,1,554,36
GAZP,1,555,35
GAZP,1,555,36
GAZP,1,556,37
GAZP,1,556,38
GAZP,1,557,37
GAZP,1,557,38
GAZP,1,558,37
GAZP,1,558,38
GAZP,1,559,37
GAZP,1,559,38
GAZP,1,560,37
GAZP,1,560,38
GAZP,1,561,37
GAZP,1,561,38
GAZP,1,562,37
GAZP,1,562,38
GAZP,1,563,37
GAZP,1,563,38
GAZP,1,564,37
GAZP,1,564,38
GAZP,1,565,37
GAZP,1,565,38
GAZP,1,566,37
GAZP,1,566,38
GAZP,1,567,37
GAZP,1,567,38
GAZP,1,568,37
GAZP,1,568,38
GAZP,1,569,37
GAZP,1,569,38
GAZP,1,570,37
GAZP,1,570,38
GAZP,1,571,37
GAZP,1,571,38
GAZP,1,572,37
GAZP,1,572,38
GAZP,1,573,37
GAZP,1,573,38
GAZP,1,574,37
GAZP,1,574,38
GAZP,1,575,37
GAZP,1,575,38
GAZP,1,576,37
GAZP,1,576,38
GAZP,1,577,37
GAZP,1,577,38
GAZP,1,578,37
GAZP,1,578,38
GAZP,1,579,37
GAZP,1,579,38
GAZP,1,580,37
GAZP,1,580,38
GAZP,1,581,37
GAZP,1,581,38
GAZP,1,582,37
GAZP,1,582,38
GAZP,1,583,37
GAZP,1,583,38
GAZP,1,584,37
GAZP,1,584,38
GAZP,1,585,37
GAZP,1,585,38
GAZP,1,586,39
GAZP,1,586,40
GAZP,1,587,39
GAZP,1,587,40
GAZP,1,588,39
GAZP,1,588,40
GAZP,1,589,39
GAZP,1,589,40
GAZP,1,590,39
GAZP,1,590,40
GAZP,1,591,39
GAZP,1,591,40
GAZP,1,592,39
GAZP,1,592,40
GAZP,1,593,39
GAZP,1,593,40
GAZP,1,594,39
GAZP,1,594,40
GAZP,1,595,39
GAZP,1,595,40
GAZP,1,596,39
GAZP,1,596,40
GAZP,1,597,39
GAZP,1,597,40
GAZP,1,598,39
GAZP,1,598,40
GAZP,1,599,39
GAZP,1,599,40
GAZP,1,600,39
GAZP,1,600,40
GAZP,1,601,39
GAZP,1,601,40
GAZP,1,602,39
GAZP,1,602,40
GAZP,1,603,39
GAZP,1,603,40
GAZP,1,604,39
GAZP,1,604,40
GAZP,1,605,39
GAZP,1,605,40
GAZP,1,606,39
GAZP,1,606,40
GAZP,1,607,39
GAZP,1,607,40
GAZP,1,608,39
GAZP,1,608,40
GAZP,1,609,39
GAZP,1,609,40
GAZP,1,610,39
GAZP,1,610,40
GAZP,1,611,39
GAZP,1,611,40
GAZP,1,612,39
GAZP,1,612,40
GAZP,1,613,39
GAZP,1,613,40
GAZP,1,614,39
GAZP,1,614,40
GAZP,1,615,39
GAZP,1,615,40
GAZP,1,616,39
GAZP,1,616,40
GAZP,1,617,39
GAZP,1,617,40
GAZP,1,618,39
GAZP,1,618,40
GAZP,1,619,39
GAZP,1,619,40
GAZP,1,620,39
GAZP,1,620,40
GAZP,1,621,39
GAZP,1,621,40
GAZP,1,622,39
GAZP,1,622,40
GAZP,1,623,39
GAZP,1,623,40
GAZP,1,624,39
GAZP,1,624,40
GAZP,1,625,39
GAZP,1,625,40
GAZP,2,626,41
GAZP,2,627,41
GAZP,2,628,41
GAZP,2,629,41
GAZP,2,630,41
GAZP,2,631,41
GAZP,2,632,41
GAZP,2,633,41
GAZP,2,634,42
GAZP,2,635,42
GAZP,2,636,42
GAZP,2,637,42
GAZP,2,638,42
GAZP,2,639,42
GAZP,2,640,42
GAZP,2,641,42
GAZP,2,642,43
GAZP,2,643,43
GAZP,2,644,43
